repository_path,classification,size_bytes,sha256,hash_status
05_Monitoring/Examples/Retatrutide/conditional_next_peptide_pilot_selection.example.json,EXAMPLE,892,ceeb0f4b435eae7776bc087081a9e5f3c3d789c1f4de6d808c6d2838c5505c05,VERIFIED
05_Monitoring/Examples/Retatrutide/conditional_operational_baseline_closure_decision.example.json,EXAMPLE,824,290191f46035149bd41091838ad1171c454004a42872198a4c09b9fee61841cd,VERIFIED
05_Monitoring/Examples/Retatrutide/conditional_reusable_architecture_handoff.example.json,EXAMPLE,825,8b4e40aed6d615d1ade0e3714227deaef23a39eb8ab3fe0145a7825841bd1af0,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_autonomous_pilot_approval.example.json,EXAMPLE,866,d3f40eb4d6df51683dcaca4156e4823ba9b320f8f0157426f84c44c20e9a8b0a,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_closure_with_critical_gap.example.json,EXAMPLE,627,c3c5f6e477df4baacfcee51bd0d17f5baf4047c5dc503bb709a11a37b7f6ec64,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_handoff_including_peptide_specific_claims.example.json,EXAMPLE,652,ebfe1921a18df491918dc3a541fc6a9326b637f3b750a19da8884e982bea2afb,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_pilot_without_evidence_mapping.example.json,EXAMPLE,781,22aa40bf0d08c27ae48157755b32bf521defc64786fdebd0a075373d36d27028,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_release_without_closure.example.json,EXAMPLE,642,0a93ffb19fb38833f0f57f37ff5a5790c1a9cd0189f717d2ac7d4d8bd483614c,VERIFIED
05_Monitoring/Examples/Retatrutide/invalid_reopening_without_trigger.example.json,EXAMPLE,576,1d89adedfb855eaf44ba2386e6bbc5b40bb03faee016397970044617abb84f5a,VERIFIED
05_Monitoring/Examples/Retatrutide/valid_baseline_exception_reopening_decision.example.json,EXAMPLE,783,b855bbf34ba30b7a3c46ebded20749731d972c4dc64b3f8c2650e45418403380,VERIFIED
05_Monitoring/Examples/Retatrutide/valid_controlled_release_authorisation.example.json,EXAMPLE,773,0f799324ac0b9290a8942f8b58cdf572f41a41e13ba68f22f95646ce4dd78847,VERIFIED
05_Monitoring/Examples/Retatrutide/valid_next_peptide_pilot_selection.example.json,EXAMPLE,1302,5b8b92299115c14f95c7e9d63e49c48d34d4172e313a6de759aa00fb8d5ca85c,VERIFIED
05_Monitoring/Examples/Retatrutide/valid_operational_baseline_closure_decision.example.json,EXAMPLE,947,c49f5ebb75035fd3c50a4743c41b900e4e669a8fd302b1d10a6a541cbcf99421,VERIFIED
05_Monitoring/Examples/Retatrutide/valid_reusable_architecture_handoff.example.json,EXAMPLE,981,af17c0e368b94d1a9f45f8337e315ee4a068a5594a7e14af4e55415cc44c6f26,VERIFIED
13_Project_Genesis/Dashboards/generate_retatrutide_baseline_closure_summary.py,SCRIPT,944,235fc7949c14e2506d470905500e6979535448ba83c66858efd33c9205645cb5,VERIFIED
13_Project_Genesis/Import/run_build_0055_import.py,SCRIPT,28929,156c9e673765ed633b8094a101b634c8847260f7d5ce298c345c8d82b6e7fc3b,VERIFIED
13_Project_Genesis/Release/audit_historical_github_actions_evidence.py,SCRIPT,16925,a4dcc2d75c61ddf7482deea9398a2e16ea0342d0ce807c42f5a871bb6142ffed,VERIFIED
13_Project_Genesis/Release/derive_build_0054_predecessor_evidence.py,SCRIPT,6108,c2ae00a5bd1949b8b9bc67f1d1815f9fe2d75beb10e8ec541ba6e1ba1df4f13c,VERIFIED
13_Project_Genesis/Release/run_build_0055_preflight.py,SCRIPT,2883,9204fe0520d4f09faf1b284275e3e4881c1e2b8bb6f0e74665c8606d03fa32a8,VERIFIED
13_Project_Genesis/Tests/test_build_0055_baseline_closure.py,TEST,1590,ee3e73603497e2a67ddd931ea3735c8e122a955d6963031e26130922915226aa,VERIFIED
13_Project_Genesis/Tests/test_build_0055_historical_actions_audit.py,TEST,3768,ab690dd9e0ebc0f690f28e697adde82d482959bbf7a6587e27e95a9cd6f43164,VERIFIED
13_Project_Genesis/Tests/test_build_0055_predecessor_evidence.py,TEST,2308,ad5edb5868bcbbee8792e1b15bc51662eb31288d9682910860f4f9b4f3a3231e,VERIFIED
13_Project_Genesis/Tests/test_build_0055_repository.py,TEST,4303,4e07af9835315879f72c2f838bc9d6217a7725a43f1eb98b12086d47e4d5085d,VERIFIED
13_Project_Genesis/Tests/test_build_0055_transactional_import.py,TEST,6994,ff644c28a5611053283f0574c03ee14a60438f6944b59233fab34d398b143eb3,VERIFIED
13_Project_Genesis/Validators/build_0055_asset_ownership.py,SCRIPT,1019,2a549caea281625d55eb3f86df917dae308ebd083d819019b1ee0acb07725c6a,VERIFIED
13_Project_Genesis/Validators/retatrutide_baseline_closure_common.py,SCRIPT,4228,e982ac4db8d147147f8a4a625abdd23e27f83511fd23b42e1f4227a4d2589afe,VERIFIED
13_Project_Genesis/Validators/validate_build_0055_repository.py,SCRIPT,5369,69cfd059eeb50702d33ca3a6b7e7ecd7b6d80362032d9c6d1089e8294ccfd578,VERIFIED
13_Project_Genesis/Validators/validate_retatrutide_baseline_closure.py,SCRIPT,734,28d63bb70de903b6f1a0d4a1e92b71737bfbbf468e52e95ac3772e4cd9cd186d,VERIFIED
13_Project_Genesis/Validators/verify_staged_byte_equality.py,SCRIPT,2067,2fb118441e31b7161869be1ba657615fb7705ad022e7ec19fd6e631d40ba8b08,VERIFIED
Database/Registers/Certiaura_Next_Peptide_Pilot_Selection_Register.csv,SUPPORTING_FILE,97,c90e816992d55dcd9fee782d58692f3a5d445d5beb32197baa600e76f3167190,VERIFIED
Database/Registers/Retatrutide_Baseline_Exception_Reopening_Register.csv,SUPPORTING_FILE,107,aa05e6e48cb4acf01a13592bfa1ae481dd7d72bec6de4a7ac2f174b033baa3d5,VERIFIED
Database/Registers/Retatrutide_Controlled_Release_Authorisation_Register.csv,SUPPORTING_FILE,118,fb86e0f67325faae02860e21ca71cf5a6427575bd24b412c54f0d820871145d0,VERIFIED
Database/Registers/Retatrutide_Operational_Baseline_Closure_Register.csv,SUPPORTING_FILE,89,719db006496977ce11cc6cea6ac679c581f30f6aa5b8e142ec17507cb6acf291,VERIFIED
Database/Registers/Retatrutide_Reusable_Architecture_Handoff_Register.csv,SUPPORTING_FILE,106,0f97b281748ec94d0c9d9b0dc92a0a82f3a1dca2dee5d98258ca64f7894c7665,VERIFIED
Documentation/Build_Records/0055/ACCUMULATED_LESSONS_DELTA.json,BUILD_RECORD,806,1b5a296ff4c8e65fe90e511149da0068502fdc80720fb00ae7409751620c1aa4,VERIFIED
Documentation/Build_Records/0055/ASSET_INTENT_MANIFEST.json,BUILD_RECORD,23726,60f572a0189d924b00a91c072bc074583e7047d39e1f46008f7a5f4268021483,VERIFIED
Documentation/Build_Records/0055/ASSET_REGISTER_RECONCILIATION_POLICY.json,BUILD_RECORD,265,faadea6e28868647b848f5c38f46851e15f5d21dd8c00e9fdb067d777787649d,VERIFIED
Documentation/Build_Records/0055/BUILD_MANIFEST.json,BUILD_RECORD,847,a60085ede9f984cbf81f73a018e8cbf284e21618dd95637ffa03665491b12ab3,VERIFIED
Documentation/Build_Records/0055/CANDIDATE_DELIVERY.json,BUILD_RECORD,1461,678e24f837bebb056bb4b67e2c6e9355d29e94e736712ddd5e8a8493b4b60c5f,VERIFIED
Documentation/Build_Records/0055/CHECKSUMS.sha256,BUILD_RECORD,0,SELF_REFERENTIAL_EXCLUDED,EXCLUDED
Documentation/Build_Records/0055/COMMIT_MESSAGE.txt,BUILD_RECORD,182,f640f0b7c3aa9f5254d01549c7bd63ed80870f99aaa0b7682163b9d23b9fca05,VERIFIED
Documentation/Build_Records/0055/CONFLICT_POLICY.json,BUILD_RECORD,189,cf945bf343b50cbf16ecd5eef3bd7ec7841a22c5fccfd56312c789c8dafbb4ca,VERIFIED
Documentation/Build_Records/0055/CONTINUITY_CHECKPOINT_DELTA.json,BUILD_RECORD,332,b6b6e973a8283e8377b3ced2595c6fdeaff808fc684c38e1d7a8ba40dce87c78,VERIFIED
Documentation/Build_Records/0055/DECISION_RECORD_0055.md,BUILD_RECORD,670,270d7219623def0e4e703f283428646831cd69ddd4de1fb0174e0fe192ffcd3d,VERIFIED
Documentation/Build_Records/0055/GITHUB_ACTIONS_CLOSURE_EVIDENCE_REQUIREMENTS.json,BUILD_RECORD,918,a37938a356fb2d11b33eed6b7c96d7026b1f2baa4b0ae84e9da6f9af1ff8fc15,VERIFIED
Documentation/Build_Records/0055/HISTORICAL_ACTIONS_AUDIT_REQUIREMENTS.json,BUILD_RECORD,668,8c1d21f45dfa4aa9a13c75c7fcf08ddd35ba6af2bc1bbd9d35d03e25cb3eb712,VERIFIED
Documentation/Build_Records/0055/LESSONS_LEARNED_CONTROL_MATRIX.json,BUILD_RECORD,1188,a9dea5fffdbfc5a7f298d2b3e0597bfd97008be962d36a7087e1a783a4891638,VERIFIED
Documentation/Build_Records/0055/LESSONS_LEARNED_REVIEW.md,BUILD_RECORD,1184,b2228d956dc6b8bf8f754f5550e370b4812489b827280655cb3d69bf276ca338,VERIFIED
Documentation/Build_Records/0055/OUTSIDE_CANONICAL_VALIDATION_REPORT.json,BUILD_RECORD,649,0a31a719f0d7646ea301ab590338a562bd51517888e15ae892c581c3862bb190,VERIFIED
Documentation/Build_Records/0055/PACKAGE_INVENTORY.csv,BUILD_RECORD,0,SELF_REFERENTIAL_EXCLUDED,EXCLUDED
Documentation/Build_Records/0055/PACKAGE_VERSION.json,BUILD_RECORD,160,457de57ab830797f41108aa49eb0b1aa32c5e9a50f6bf3abc589428827c92213,VERIFIED
Documentation/Build_Records/0055/PREDECESSOR_REQUIREMENTS.json,BUILD_RECORD,322,a00c58828658e52d72811892d9dfcf175c846022632ffa8dfdc7135cbe2ab687,VERIFIED
Documentation/Build_Records/0055/PRE_AUTHORISED_PRECURSOR_STATE.json,BUILD_RECORD,160,639cb58d37bb7ffbb3814222560d8751beb8ee9d1468cf77bf247966aacc7407,VERIFIED
Documentation/Build_Records/0055/PRE_RELEASE_VALIDATION_REPORT.json,BUILD_RECORD,504,5057fbc890652e90c0ca75dd7d4844215b87732d31edff8318157319461661df,VERIFIED
Documentation/Build_Records/0055/PROJECT_GENESIS_IMPORT_HOOK.json,BUILD_RECORD,262,dc64852f6971ec1fb1684774db4a32517a312e7219aa9709a9d11773c833bdd4,VERIFIED
Documentation/Build_Records/0055/PROPOSED_NEXT_ACTION.md,BUILD_RECORD,647,99c1fef783b812661c047c7264d2dd58d63447fab4dbd56c231b54164f7cf3f8,VERIFIED
Documentation/Build_Records/0055/READ_ME_FIRST.md,BUILD_RECORD,1265,e6df367d7448fff2f386cbeda41caf9eb00aa9fe353ce80cd7d1c3bf17487c14,VERIFIED
Documentation/Build_Records/0055/REAL_WORLD_OPERATOR_WORKFLOW_REGRESSION_REPORT.json,BUILD_RECORD,772,8d7e8e48bdb494322eb40d8460addee96a69431d10fc70994f99a1803f23d136,VERIFIED
Documentation/Build_Records/0055/ROLLBACK_RUNBOOK.md,BUILD_RECORD,371,a4561da51cc256507f3679f44382142af8a03e80ed49da4488d9acbe1a9ed307,VERIFIED
Documentation/Build_Records/0055/ROUTING_MANIFEST.json,BUILD_RECORD,15236,e97bc28c748e66760b1e98561aed2728dffae48c8eec88c79e9cc5162c92e261,VERIFIED
Documentation/Build_Records/0055/SOURCE_INPUT_DEFECT_LOG.json,BUILD_RECORD,727,dc6dca4e2da0da6ce0e52a022e7c888428484c57588ca4aa33d687e6fdb6b591,VERIFIED
Documentation/Build_Records/0055/VALIDATION_REQUIREMENTS.json,BUILD_RECORD,772,17f1df28596254a22e8a44de9b141d7fdd98f3d84d5031437efb0f4fa9bf6a44,VERIFIED
Schemas/certiaura_historical_github_actions_evidence.schema.json,SUPPORTING_FILE,1395,7310d57eea143ed135c7cfc4058ee73bdd7f51345c8ed2776d2582965ee5955a,VERIFIED
Schemas/certiaura_next_peptide_pilot_selection.schema.json,SCHEMA,893,4c97b68ef187a6f4f53773912c024a508d2be4b4e6e8dd71d975ac93566f39d9,VERIFIED
Schemas/retatrutide_baseline_exception_reopening_decision.schema.json,SCHEMA,917,fa3acca5ef274f417a3f369790d6bfcce8cea4e6dbc098a17b97777a64ada37f,VERIFIED
Schemas/retatrutide_controlled_release_authorisation.schema.json,SCHEMA,784,bcefd98a6743efbd22aea1451349f3cc160d6f8354353cd71ff03d0dddcca673,VERIFIED
Schemas/retatrutide_operational_baseline_closure_decision.schema.json,SCHEMA,820,af01c5b10a5e48d23c4597086e2c14ca58a2ca60475e627d505a0bde2ef025ee,VERIFIED
Schemas/retatrutide_reusable_architecture_handoff.schema.json,SCHEMA,911,9ef16543266a880747ff652aafdc19dddc285ee898177901504c446c92242f0a,VERIFIED
Scripts/Close_Certiaura_Build_0055.ps1,SCRIPT,3876,737d5e09655db515c118f9e05e80b6d5631bc369ad3f86e5903be8bf6426e80d,VERIFIED
Scripts/Invoke_Certiaura_Build_0055_Import.ps1,SCRIPT,1425,2088738e24ad47090cd3b7ab19b9ada7f0c7b82d92c6b0a3f3eab8c06be3b360,VERIFIED
Scripts/Invoke_Certiaura_Build_0055_Preflight.ps1,SCRIPT,652,a6f78eb666ba65383bb42872484779b4e29ed66e2f149234e8ec41ff9ad8cb23,VERIFIED
Scripts/Invoke_Certiaura_Build_0055_Windows_PS51_Regression.ps1,SCRIPT,10838,da49635c15ae77af5d49eced39907f0e7eb126bccb4c8fffb52adf4739f077c6,VERIFIED
